日期,股票代码,名称,开盘价,最高价,最低价,收盘价,成交量,成交金额
2019-01-23,'600734,实达集团,7.77,7.87,7.61,7.68,18850231,145013105.0
2019-01-22,'600734,实达集团,7.92,8.09,7.76,7.88,21931410,173392085.0
2019-01-21,'600734,实达集团,7.91,8.16,7.72,8.0,27804742,221437005.0
2019-01-18,'600734,实达集团,7.99,8.2,7.63,7.88,38587897,306462538.0
2019-01-17,'600734,实达集团,8.24,8.24,7.87,7.89,37515852,299148954.0
2019-01-16,'600734,实达集团,8.39,8.59,8.24,8.26,35140317,295053629.0
2019-01-15,'600734,实达集团,8.74,8.79,8.31,8.4,45372590,383741380.0
2019-01-14,'600734,实达集团,8.66,8.99,8.44,8.92,62282728,541860528.0
2019-01-11,'600734,实达集团,9.61,9.93,8.84,8.9,96369309,916251165.0
2019-01-10,'600734,实达集团,8.54,9.03,8.46,9.03,60010028,531401410.0
2019-01-09,'600734,实达集团,7.55,8.21,7.5,8.21,42346248,334021141.0
2019-01-08,'600734,实达集团,7.75,7.87,7.39,7.46,49399240,375332503.0
2019-01-07,'600734,实达集团,7.58,8.29,7.58,7.89,69281140,547223199.0
2019-01-04,'600734,实达集团,7.35,8.19,7.28,7.69,88272120,685971150.0
2019-01-03,'600734,实达集团,7.3,7.6,6.95,7.6,83865356,618057395.0
2019-01-02,'600734,实达集团,6.28,6.91,6.24,6.91,29496993,195367771.0
