日期,股票代码,名称,开盘价,最高价,最低价,收盘价,成交量,成交金额
2019-04-30,'399001,深证成指,9573.4108,9730.5474,9573.3928,9674.5346,11344555895,1.39390316005e+11
2019-04-29,'399001,深证成指,9775.9513,9822.8151,9597.0883,9622.4933,15549874628,1.81554354721e+11
2019-04-26,'399001,深证成指,9852.94,9927.7422,9774.7511,9780.8219,14062299675,1.71011400897e+11
2019-04-25,'399001,深证成指,10186.2264,10209.1396,9902.0162,9907.6247,17278248370,1.98447202027e+11
2019-04-24,'399001,深证成指,10162.3809,10239.3703,10023.9095,10236.2709,16133700280,1.83353992111e+11
2019-04-23,'399001,深证成指,10206.0242,10247.3898,10091.9188,10124.6598,15902733731,1.90190009905e+11
2019-04-22,'399001,深证成指,10418.7122,10418.7122,10192.5218,10224.3066,17450514445,2.1313609157e+11
2019-04-19,'399001,深证成指,10280.3379,10418.241,10208.6102,10418.241,15673624833,1.84105014983e+11
2019-04-18,'399001,深证成指,10338.5036,10363.8514,10267.3077,10287.6651,15725408571,1.89934554458e+11
2019-04-17,'399001,深证成指,10288.4502,10410.6524,10257.5608,10344.4287,18828633339,2.32651933988e+11
2019-04-16,'399001,深证成指,9993.2485,10287.6409,9928.2802,10287.6409,17549010259,2.16892276209e+11
2019-04-15,'399001,深证成指,10294.8245,10365.3074,10048.8338,10053.7599,16805639419,2.08014900415e+11
2019-04-12,'399001,深证成指,10138.0881,10186.4659,10053.8123,10132.337,14335290518,1.70604915196e+11
2019-04-11,'399001,深证成指,10420.646,10437.4532,10149.3833,10158.4004,17945863426,2.23973280447e+11
2019-04-10,'399001,深证成指,10403.2424,10529.7396,10328.6081,10435.08,20652983149,2.62141352501e+11
2019-04-09,'399001,深证成指,10368.0288,10438.993,10304.73,10436.6165,18990653868,2.29524525889e+11
2019-04-08,'399001,深证成指,10510.4301,10541.185,10226.2543,10351.8655,24806528452,2.89571931921e+11
2019-04-04,'399001,深证成指,10379.1988,10453.5029,10309.5321,10415.7993,22284487479,2.65283636294e+11
2019-04-03,'399001,深证成指,10199.9661,10350.5733,10166.669,10340.5131,21039566473,2.40713915852e+11
2019-04-02,'399001,深证成指,10314.7919,10334.9549,10220.8066,10260.3595,24992411498,2.93281672655e+11
2019-04-01,'399001,深证成指,9976.9794,10277.5486,9976.9794,10267.7017,25349640462,3.032721195e+11
