日期,股票代码,名称,开盘价,最高价,最低价,收盘价,成交量,成交金额
2019-04-30,'600010,包钢股份,1.67,1.71,1.67,1.7,133732333,226526953.0
2019-04-29,'600010,包钢股份,1.73,1.74,1.66,1.68,250833760,425007845.0
2019-04-26,'600010,包钢股份,1.76,1.77,1.73,1.73,279880530,488494617.0
2019-04-25,'600010,包钢股份,1.8,1.83,1.77,1.78,311993746,562556129.0
2019-04-24,'600010,包钢股份,1.82,1.82,1.78,1.81,258159372,465357559.0
2019-04-23,'600010,包钢股份,1.83,1.85,1.8,1.82,270861830,493458295.0
2019-04-22,'600010,包钢股份,1.87,1.87,1.82,1.83,225286438,415093099.0
2019-04-19,'600010,包钢股份,1.85,1.87,1.82,1.86,272167632,501948742.0
2019-04-18,'600010,包钢股份,1.86,1.86,1.83,1.84,174590966,322196799.0
2019-04-17,'600010,包钢股份,1.86,1.87,1.84,1.86,240004630,444813502.0
2019-04-16,'600010,包钢股份,1.83,1.87,1.81,1.86,318552138,587174027.0
2019-04-15,'600010,包钢股份,1.86,1.87,1.83,1.84,260803884,483189386.0
2019-04-12,'600010,包钢股份,1.84,1.85,1.82,1.84,217423416,399045952.0
2019-04-11,'600010,包钢股份,1.87,1.88,1.84,1.85,258770318,480846569.0
2019-04-10,'600010,包钢股份,1.89,1.9,1.85,1.88,355542920,665037918.0
2019-04-09,'600010,包钢股份,1.93,1.93,1.89,1.9,412065648,784201181.0
2019-04-08,'600010,包钢股份,1.9,1.95,1.89,1.94,778555686,1493187846.0
2019-04-04,'600010,包钢股份,1.91,1.92,1.88,1.89,457891194,868959330.0
2019-04-03,'600010,包钢股份,1.88,1.92,1.87,1.9,367134729,695442717.0
2019-04-02,'600010,包钢股份,1.9,1.91,1.85,1.9,406066193,763735537.0
2019-04-01,'600010,包钢股份,1.84,1.91,1.83,1.89,440357662,828081240.0
