日期,股票代码,名称,开盘价,最高价,最低价,收盘价,成交量,成交金额
2019-04-30,'000004,国农科技,23.44,25.28,22.76,25.28,3058816,75513821.82
2019-04-29,'000004,国农科技,22.18,23.51,21.49,22.98,2369993,53782658.3
2019-04-26,'000004,国农科技,21.63,22.6,21.05,22.18,1579921,34532581.22
2019-04-25,'000004,国农科技,21.2,22.64,21.2,21.67,1956902,42993090.18
2019-04-24,'000004,国农科技,20.71,21.5,20.51,21.36,865800,18181056.88
2019-04-23,'000004,国农科技,21.0,21.27,20.4,20.71,884217,18421180.94
2019-04-22,'000004,国农科技,21.93,22.78,21.05,21.12,1517000,32636483.56
2019-04-19,'000004,国农科技,21.23,22.8,21.11,22.12,1841346,40419104.31
2019-04-18,'000004,国农科技,21.15,21.6,21.06,21.3,1074252,22915582.56
2019-04-17,'000004,国农科技,21.06,21.7,20.8,21.2,1738373,37033916.47
2019-04-16,'000004,国农科技,21.1,21.3,20.18,21.08,2060622,42788769.08
2019-04-15,'000004,国农科技,21.82,22.58,21.38,21.51,2192877,48279075.78
2019-04-12,'000004,国农科技,24.28,24.3,22.42,22.48,3458790,79517603.54
2019-04-11,'000004,国农科技,26.22,26.22,22.9,24.91,6257941,154439414.53
2019-04-10,'000004,国农科技,23.84,23.84,23.84,23.84,344344,8209160.96
2019-04-09,'000004,国农科技,0.0,0.0,0.0,0.0,0,0.0
2019-04-08,'000004,国农科技,0.0,0.0,0.0,0.0,0,0.0
2019-04-04,'000004,国农科技,0.0,0.0,0.0,0.0,0,0.0
2019-04-03,'000004,国农科技,0.0,0.0,0.0,0.0,0,0.0
2019-04-02,'000004,国农科技,0.0,0.0,0.0,0.0,0,0.0
2019-04-01,'000004,国农科技,0.0,0.0,0.0,0.0,0,0.0
