日期,股票代码,名称,开盘价,最高价,最低价,收盘价,成交量,成交金额
2019-01-16,'000001,上证指数,2569.0697,2574.2362,2563.0061,2570.4221,149301539,1.26876314388e+11
2019-01-15,'000001,上证指数,2537.3697,2571.5016,2532.4333,2570.3449,160265530,1.37374981256e+11
2019-01-14,'000001,上证指数,2553.3284,2556.2939,2533.0101,2535.7653,144825464,1.16243416786e+11
2019-01-11,'000001,上证指数,2539.5487,2554.7869,2533.3586,2553.8313,149444100,1.22375663404e+11
2019-01-10,'000001,上证指数,2543.8534,2551.8257,2531.6638,2535.0985,159874326,1.32692331456e+11
2019-01-09,'000001,上证指数,2536.4173,2574.4079,2536.157,2544.3449,191887930,1.60812526963e+11
2019-01-08,'000001,上证指数,2530.3001,2531.345,2520.1648,2526.4622,158099181,1.23379039797e+11
2019-01-07,'000001,上证指数,2528.6987,2536.9775,2515.5083,2533.0887,177305010,1.45513241619e+11
2019-01-04,'000001,上证指数,2446.0193,2515.316,2440.9066,2514.8682,168877667,1.3929867503e+11
2019-01-03,'000001,上证指数,2461.7829,2488.479,2455.9256,2464.3628,124397497,1.0692278948e+11
2019-01-02,'000001,上证指数,2497.8805,2500.2783,2456.4233,2465.291,109932013,97592571964.1
